,UserID,Rew_Subgroup,Sex,Age,Reward_Category,Stim,Stim_Type,Certainty,Memory_RT,Category,Memory_Correct,Phase,Match_RT,Match_Correct
37,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,plunger,old_img,60.0,1120.9000000059605,Objects,0.0,1,365.39999999990687,1.0
38,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,woodchipper,old_img,48.0,5317.899999991059,Objects,0.0,1,385.20000000018626,1.0
39,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,finch,old_img,0.0,2555.8999999910593,Animals,1.0,1,426.0,1.0
40,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,iguana,old_img,48.0,2676.800000011921,Animals,0.0,1,417.0,1.0
41,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,gentssaw,old_img,0.0,1841.0,Objects,1.0,1,465.89999999990687,1.0
42,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,mink,old_img,72.0,1795.7999999970198,Animals,0.0,1,357.8000000002794,1.0
43,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,porcupine,old_img,0.0,2132.7000000029802,Animals,1.0,1,405.40000000037253,1.0
44,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,clamp,old_img,72.0,1294.5,Objects,0.0,1,402.40000000037253,1.0
45,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,headphones,old_img,0.0,1567.0,Objects,1.0,1,391.10000000009313,1.0
46,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,lizard,old_img,0.0,2052.7000000029802,Animals,1.0,1,413.09999999962747,1.0
47,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,pizzacutter,old_img,0.0,1791.0,Objects,1.0,1,393.0,1.0
48,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,fly,old_img,0.0,2144.0,Animals,1.0,1,519.8999999999069,1.0
49,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,cricket,old_img,0.0,2019.5999999940395,Animals,1.0,1,383.5,1.0
50,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,file,old_img,0.0,1851.800000011921,Objects,1.0,1,379.79999999981374,1.0
51,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,measuringdevice,old_img,0.0,2164.3999999910593,Objects,1.0,1,412.60000000009313,1.0
52,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,kangaroo,old_img,0.0,1816.8999999910593,Animals,1.0,1,366.39999999990687,1.0
53,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,caterpillar,old_img,0.0,1741.2000000029802,Animals,1.0,1,430.10000000009313,1.0
54,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,auger,old_img,0.0,2049.9000000059605,Objects,1.0,1,407.10000000009313,1.0
55,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,hourglass,old_img,60.0,1643.0,Objects,0.0,1,499.8000000002794,1.0
56,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,electricdrill,old_img,48.0,3596.2999999970198,Objects,0.0,1,440.90000000037253,1.0
57,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,lobster,old_img,60.0,1652.5999999940395,Animals,0.0,1,413.70000000018626,1.0
58,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,telephone,old_img,12.0,2198.2999999970198,Objects,1.0,1,428.70000000018626,1.0
59,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,measuringtape,old_img,60.0,1929.6000000089407,Objects,0.0,1,386.60000000009313,1.0
60,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,jackal,old_img,0.0,3659.2999999970198,Animals,1.0,2,435.0,1.0
61,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,canary,old_img,72.0,1387.5,Animals,0.0,2,376.70000000018626,1.0
62,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,stove,old_img,60.0,1490.9000000059605,Objects,0.0,2,382.39999999990687,1.0
63,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,hoe,old_img,72.0,1365.800000011921,Objects,0.0,2,384.0,1.0
64,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,carabiner,old_img,0.0,3065.300000011921,Objects,1.0,2,369.60000000009313,1.0
65,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,chainsaw,old_img,0.0,2211.7999999970198,Objects,1.0,2,,0.0
66,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,goldfish,old_img,60.0,1669.5999999940395,Animals,0.0,2,318.10000000009313,1.0
67,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,level,old_img,60.0,1396.1000000089407,Objects,0.0,2,412.5,1.0
68,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,camera,old_img,0.0,1440.7999999970198,Objects,1.0,2,382.10000000009313,1.0
69,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,caliper,old_img,24.0,1959.9000000059605,Objects,1.0,2,405.70000000018626,1.0
70,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,clippers,old_img,60.0,1415.699999988079,Objects,0.0,2,480.3999999994412,1.0
71,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,viceclamp,old_img,0.0,2426.3999999910593,Objects,1.0,2,539.0,1.0
72,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,videogamecontroller,old_img,0.0,1611.199999988079,Objects,1.0,2,330.0,1.0
73,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,horse,old_img,0.0,1402.0,Animals,1.0,2,532.4000000003725,1.0
74,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,hyena,old_img,0.0,2471.9000000059605,Animals,1.0,2,413.20000000018626,1.0
75,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,ferret,old_img,0.0,1201.8999999910593,Animals,1.0,2,443.80000000074506,1.0
76,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,dove,old_img,72.0,1473.7000000029802,Animals,0.0,2,426.59999999962747,1.0
77,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,nailgun,old_img,0.0,2511.2000000029802,Objects,1.0,2,408.90000000037253,1.0
78,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,blower,old_img,0.0,2041.5999999940395,Objects,1.0,2,544.7000000001863,1.0
79,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,emu,old_img,48.0,1643.300000011921,Animals,0.0,2,,0.0
80,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,hummingbird,old_img,72.0,1804.0,Animals,0.0,2,409.29999999981374,1.0
81,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,ladel,old_img,0.0,2456.8999999910593,Objects,1.0,2,421.0,1.0
82,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,loom,old_img,72.0,3213.9000000059605,Objects,0.0,2,411.79999999981374,1.0
83,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,saw,old_img,0.0,1799.5,Objects,1.0,2,,0.0
84,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,fox,old_img,72.0,1671.699999988079,Animals,0.0,2,373.20000000018626,1.0
85,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,vegetablepeeler,old_img,0.0,1752.800000011921,Objects,1.0,2,314.70000000018626,1.0
86,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,leopard,old_img,0.0,1852.2999999970198,Animals,1.0,2,361.40000000037253,1.0
87,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,owl,old_img,0.0,4569.0999999940395,Animals,1.0,2,361.0,1.0
88,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,chainwrench,old_img,0.0,4862.5999999940395,Objects,1.0,2,361.59999999962747,1.0
89,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,mole,old_img,0.0,2123.8999999910593,Animals,1.0,2,319.90000000037253,1.0
90,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,giraffe,old_img,0.0,2496.6000000089407,Animals,1.0,2,412.5,1.0
91,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,crane,old_img,72.0,1971.2999999970198,Animals,0.0,2,416.09999999962747,0.0
92,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,drill,old_img,12.0,2056.800000011921,Objects,1.0,2,356.90000000037253,1.0
93,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,circularsaw,old_img,0.0,1878.4000000059605,Objects,1.0,2,391.29999999981374,1.0
94,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,dremel,old_img,0.0,2320.9000000059605,Objects,1.0,2,376.09999999962747,1.0
95,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,routerplane,old_img,0.0,2524.9000000059605,Objects,1.0,2,456.70000000018626,1.0
96,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,bumblebee,old_img,0.0,1385.9000000059605,Animals,1.0,2,404.59999999962747,1.0
97,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,crow,old_img,60.0,3858.5999999940395,Animals,0.0,2,367.1000000005588,1.0
98,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,angelfish,old_img,0.0,2085.2000000029802,Animals,1.0,2,336.5,1.0
99,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,smartphone,old_img,0.0,2854.2999999970198,Objects,1.0,2,314.0,1.0
100,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,ibises,old_img,0.0,1992.8999999910593,Animals,1.0,2,327.80000000074506,1.0
101,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,mallet,old_img,0.0,1574.9000000059605,Objects,1.0,2,327.09999999962747,1.0
102,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,grasshopper,old_img,0.0,2894.2000000029802,Animals,1.0,2,581.7000000001863,1.0
103,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,gorilla,old_img,0.0,1760.2999999970198,Animals,1.0,2,345.5,1.0
104,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,paintgun,old_img,0.0,2690.0999999940395,Objects,1.0,2,354.1000000005588,1.0
105,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,ladder,old_img,0.0,1896.8999999910593,Objects,1.0,2,366.5,1.0
106,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,donkey,old_img,0.0,1563.4000000059605,Animals,1.0,2,468.5,1.0
107,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,dolphin,old_img,0.0,2055.0,Animals,1.0,2,432.1000000005588,1.0
108,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,chipmunk,old_img,0.0,1748.2000000029802,Animals,1.0,2,386.80000000074506,1.0
109,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,pig,old_img,0.0,1940.7999999970198,Animals,1.0,2,399.20000000018626,1.0
110,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,duffelbag,old_img,0.0,1940.9000000059605,Objects,1.0,2,576.9000000003725,1.0
111,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,camel,old_img,0.0,2500.0,Animals,1.0,2,400.5,1.0
112,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,curlingiron,old_img,0.0,3297.0,Objects,1.0,2,377.40000000037253,1.0
113,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,cockatiel,old_img,0.0,1792.199999988079,Animals,1.0,2,431.79999999981374,1.0
114,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,crutches,old_img,0.0,1760.7000000029802,Objects,1.0,2,375.6000000005588,1.0
115,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,millipede,old_img,0.0,2180.0,Animals,1.0,2,417.20000000018626,1.0
116,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,scissors,old_img,0.0,1531.2000000029802,Objects,1.0,2,402.90000000037253,1.0
117,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,goat,old_img,0.0,2573.7999999970198,Animals,1.0,2,479.20000000018626,1.0
118,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,wheelbarrow,old_img,0.0,2386.300000011921,Objects,1.0,2,384.20000000018626,1.0
119,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,palmcockatoo,old_img,0.0,1737.7000000029802,Animals,1.0,2,373.70000000018626,1.0
120,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,magnifyingglass,new_img,72.0,5016.29999999702,Objects,1.0,Rec_Memory,,
121,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,caiman,new_img,72.0,2232.4000000059605,Animals,1.0,Rec_Memory,,
122,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,lighterbic,new_img,72.0,2764.7000000029802,Objects,1.0,Rec_Memory,,
123,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,carp,new_img,72.0,3134.1000000089407,Animals,1.0,Rec_Memory,,
124,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,redpanda,new_img,60.0,2202.6000000089407,Animals,1.0,Rec_Memory,,
125,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,sheep,new_img,48.0,1965.0,Animals,1.0,Rec_Memory,,
126,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,scale,new_img,60.0,1851.3999999910593,Objects,1.0,Rec_Memory,,
127,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,caracal,new_img,60.0,2342.8999999910593,Animals,1.0,Rec_Memory,,
128,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,macaw,new_img,72.0,1601.0,Animals,1.0,Rec_Memory,,
129,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,shrimp,new_img,72.0,1723.0,Animals,1.0,Rec_Memory,,
130,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,chisel,new_img,72.0,1777.8999999910593,Objects,1.0,Rec_Memory,,
131,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,clam,new_img,60.0,1862.5999999940395,Animals,1.0,Rec_Memory,,
132,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,earthworm,new_img,72.0,2240.9000000059605,Animals,1.0,Rec_Memory,,
133,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,computermouse,new_img,72.0,2159.5,Objects,1.0,Rec_Memory,,
134,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,rat,new_img,72.0,1450.2999999970198,Animals,1.0,Rec_Memory,,
135,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,perch,new_img,72.0,1555.7999999970198,Animals,1.0,Rec_Memory,,
136,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,blackleopard,new_img,72.0,1745.2000000029802,Animals,1.0,Rec_Memory,,
137,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,prayingmantis,new_img,72.0,1527.2000000029802,Animals,1.0,Rec_Memory,,
138,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,corkscrew,new_img,72.0,2186.2999999970198,Objects,1.0,Rec_Memory,,
139,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,bucket,new_img,60.0,1558.8999999910593,Objects,1.0,Rec_Memory,,
140,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,rosechafer,new_img,72.0,1688.0999999940395,Animals,1.0,Rec_Memory,,
141,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,lantern,new_img,60.0,1916.5999999940395,Objects,1.0,Rec_Memory,,
142,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,mop,new_img,72.0,1846.5999999940395,Objects,1.0,Rec_Memory,,
143,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,crank,new_img,60.0,1780.9000000059605,Objects,1.0,Rec_Memory,,
144,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,bluejay,new_img,72.0,1366.0,Animals,1.0,Rec_Memory,,
145,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,hedgeshears,new_img,48.0,2404.7999999970198,Objects,1.0,Rec_Memory,,
146,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,rhino,new_img,60.0,1686.0,Animals,1.0,Rec_Memory,,
147,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,fishingpole,new_img,60.0,2003.8999999910593,Objects,1.0,Rec_Memory,,
148,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,halibut,new_img,72.0,2412.0,Animals,1.0,Rec_Memory,,
149,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,kettle,new_img,60.0,2545.9000000059605,Objects,1.0,Rec_Memory,,
150,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,marmot,new_img,48.0,3314.8999999910593,Animals,1.0,Rec_Memory,,
151,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,beta,new_img,72.0,1510.8999999910593,Animals,1.0,Rec_Memory,,
152,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,quail,new_img,72.0,1804.7999999970198,Animals,1.0,Rec_Memory,,
153,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,bullfrog,new_img,72.0,1340.7999999970198,Animals,1.0,Rec_Memory,,
154,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,calculator,new_img,72.0,1791.8999999910593,Objects,1.0,Rec_Memory,,
155,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,electricsander,new_img,48.0,2570.5999999940395,Objects,1.0,Rec_Memory,,
156,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,racoon,new_img,72.0,1536.4000000059605,Animals,1.0,Rec_Memory,,
157,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,otter,new_img,72.0,1652.5999999940395,Animals,1.0,Rec_Memory,,
158,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,pick,new_img,24.0,1681.0999999940395,Objects,0.0,Rec_Memory,,
159,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,dramaderry,new_img,0.0,1842.0999999940395,Animals,0.0,Rec_Memory,,
160,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,skunk,new_img,48.0,2194.7999999970198,Animals,1.0,Rec_Memory,,
161,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,flea,new_img,72.0,1614.2999999970198,Animals,1.0,Rec_Memory,,
162,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,flamingo,new_img,0.0,1826.7999999970198,Animals,0.0,Rec_Memory,,
163,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,drillpress,new_img,24.0,3777.1000000089407,Objects,0.0,Rec_Memory,,
164,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,balloonfish,new_img,60.0,1660.0999999940395,Animals,1.0,Rec_Memory,,
165,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,grill,new_img,72.0,1180.1000000089407,Objects,1.0,Rec_Memory,,
166,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,wrench,new_img,0.0,1714.2999999970198,Objects,0.0,Rec_Memory,,
167,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,bass,new_img,60.0,1630.5,Animals,1.0,Rec_Memory,,
168,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,rooster,new_img,72.0,1636.0999999940395,Animals,1.0,Rec_Memory,,
169,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,planer,new_img,0.0,2773.7999999970198,Objects,0.0,Rec_Memory,,
170,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,electricbreaker,new_img,24.0,2814.699999988079,Objects,0.0,Rec_Memory,,
171,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,shoehorn,new_img,60.0,2019.9000000059605,Objects,1.0,Rec_Memory,,
172,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,seaslug,new_img,72.0,1952.7000000029802,Animals,1.0,Rec_Memory,,
173,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,seahorse,new_img,72.0,1303.9000000059605,Animals,1.0,Rec_Memory,,
174,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,mealworm,new_img,72.0,1908.8999999910593,Animals,1.0,Rec_Memory,,
175,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,bushdog,new_img,60.0,1733.0,Animals,1.0,Rec_Memory,,
176,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,circlecutter,new_img,48.0,2346.4000000059605,Objects,1.0,Rec_Memory,,
177,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,lawnmower,new_img,48.0,1887.0,Objects,1.0,Rec_Memory,,
178,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,sewingmachine,new_img,48.0,3147.9000000059605,Objects,1.0,Rec_Memory,,
179,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,aardvark,new_img,60.0,1335.7000000029802,Animals,1.0,Rec_Memory,,
180,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,weldershammer,new_img,48.0,6820.899999991059,Objects,1.0,Rec_Memory,,
181,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,watch,new_img,60.0,2375.7999999970198,Objects,1.0,Rec_Memory,,
182,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,binoculars,new_img,60.0,2277.0,Objects,1.0,Rec_Memory,,
183,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,phasmagigas,new_img,60.0,2526.5,Animals,1.0,Rec_Memory,,
184,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,sander,new_img,,,Objects,0.0,Rec_Memory,,
185,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,firebug,new_img,0.0,1896.5,Animals,0.0,Rec_Memory,,
186,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,dockbug2,new_img,60.0,1480.9000000059605,Animals,1.0,Rec_Memory,,
187,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,battery,new_img,72.0,1732.2000000029802,Objects,1.0,Rec_Memory,,
188,61191d4aebdec9c0834832f6,Animal,SexMale,21,1,chimp,new_img,72.0,1265.0,Animals,1.0,Rec_Memory,,
189,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,snowbrush,new_img,72.0,1493.9000000059605,Objects,1.0,Rec_Memory,,
190,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,gong,new_img,60.0,1508.0999999940395,Objects,1.0,Rec_Memory,,
191,61191d4aebdec9c0834832f6,Animal,SexMale,21,-1,thermometer,new_img,48.0,1601.7999999970198,Objects,1.0,Rec_Memory,,
